NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius
1746 585.19 1272.35 0.29 80.91 6.82
1747 578.50 1273.92 0.28 73.61 5.61
1748 344.27 1273.69 0.10 -13.18 4.79
1749 335.65 1278.75 0.41 -9.66 5.26
1750 1212.92 1275.58 0.07 -50.40 2.52
1751 1211.98 1285.95 0.42 30.47 8.57
1752 716.29 1289.96 0.08 -65.43 6.28
1753 718.73 1300.70 0.02 -78.44 5.14
1754 1060.68 1298.36 0.18 79.23 4.07
1755 1064.93 1304.80 0.35 13.56 2.39
1756 945.66 1310.44 0.07 -81.19 8.56
1757 976.99 1315.99 0.29 42.76 17.91
1758 959.78 1309.90 0.18 77.09 6.13
1759 904.86 1310.86 0.37 -84.01 5.75
1760 897.76 1315.26 0.12 59.07 2.65
1761 903.78 1323.44 0.22 -56.13 7.07
1762 704.64 1329.27 0.26 48.40 4.37
1763 712.83 1341.14 0.37 44.61 6.96
1764 702.87 1343.79 0.19 -53.16 3.78
1765 1046.11 1336.80 0.12 -73.01 6.33
1766 1041.27 1349.91 0.33 -49.62 5.14
1767 1072.39 1356.56 0.14 -80.93 9.85
1768 1082.08 1360.92 0.60 -84.08 2.46
1769 416.60 1361.31 0.29 -50.02 6.48
1770 412.10 1373.33 0.46 -38.09 2.65
1771 413.98 1376.96 0.36 -69.35 1.95
1772 414.02 1381.48 0.63 19.39 3.09
1773 1151.31 1375.69 0.24 -76.21 4.48
1774 1143.94 1377.78 0.13 -29.38 3.24
1775 126.15 1392.18 0.74 89.99 2.88
1776 125.12 1400.98 0.51 -88.12 2.39
1777 125.39 1407.64 0.56 -85.95 2.19
1778 1452.99 1438.42 0.05 76.63 11.60
1779 1459.25 1452.19 0.16 66.29 5.23
1780 124.26 1440.85 0.81 -84.91 3.19
1781 124.36 1450.88 0.53 85.83 2.71
1782 1207.60 1439.84 0.43 -36.14 3.29
1783 1208.54 1454.51 0.47 76.79 7.48
1784 1200.88 1459.61 0.28 19.91 3.66
1785 1108.70 1444.42 0.13 -75.26 5.61
1786 1106.59 1454.42 0.13 -89.63 4.41
1787 739.33 1446.18 0.18 66.16 4.07
1788 744.16 1452.80 0.13 12.96 3.29
1789 123.13 1458.87 0.21 41.19 1.60
1790 123.39 1467.15 0.81 87.65 3.14
1791 459.98 1464.40 0.23 -32.73 5.17
1792 467.38 1469.60 0.14 -26.86 4.48
1793 1332.91 1473.06 0.21 47.10 4.03
1794 1326.09 1477.18 0.19 8.93 5.97
1795 1575.20 1480.36 0.25 -64.92 4.92
1796 1580.01 1487.58 0.17 66.83 2.76
1797 485.15 1499.64 0.10 -18.32 8.70
1798 480.73 1508.31 0.26 12.65 3.74
1799 121.93 1498.36 0.65 -83.54 1.87
1800 121.52 1510.72 0.81 -87.50 3.52
1801 120.47 1521.16 0.17 -83.41 2.33
1802 1144.77 1508.56 0.17 64.71 3.78
1803 1145.41 1518.16 0.13 75.49 4.95
1804 1309.36 1514.87 0.11 67.81 6.56
1805 1328.41 1528.13 0.09 -14.39 10.03
1806 1317.62 1535.13 0.10 -83.76 6.13
1807 422.98 1541.93 0.18 -30.62 8.27
1808 428.70 1549.34 0.23 -33.58 4.26
1809 1446.44 1587.77 0.23 67.54 3.99
1810 1439.46 1593.70 0.36 -88.67 6.23
1811 247.69 1603.86 0.30 -30.70 5.94
1812 238.38 1611.36 0.23 3.77 2.99
1813 117.01 1617.93 0.45 85.74 2.99
1814 116.97 1623.30 0.27 -76.03 1.87
1815 117.22 1627.72 0.26 72.94 2.11
1816 1642.22 1639.77 0.66 -88.54 5.56
1817 1634.17 1645.75 0.48 -32.62 4.95
1818 1637.57 1655.61 0.57 46.98 4.92
1819 1643.54 1655.43 0.51 60.01 2.52
1820 1641.63 1666.85 0.66 86.19 4.95
1821 1642.48 1681.15 0.57 79.67 1.78
1822 185.37 1653.51 0.36 -30.45 11.27
1823 182.41 1715.99 0.26 -31.22 25.87
1824 863.36 1646.96 0.30 -48.45 3.66
1825 869.12 1650.46 0.24 3.39 3.34
1826 1397.60 1665.74 0.23 30.40 8.52
1827 1387.21 1659.66 0.57 -46.36 1.60
1828 699.15 1700.81 0.19 -54.61 4.30
1829 691.06 1702.61 0.27 88.99 3.61
1830 697.59 1707.64 0.16 -57.46 2.26
1831 113.41 1705.77 0.26 78.77 2.03
1832 113.14 1712.81 0.41 -85.50 2.65
1833 518.01 1774.21 0.24 55.76 4.89
1834 510.47 1780.05 0.24 -27.27 6.56
1835 1479.02 1785.26 0.08 47.39 6.15
1836 1482.65 1794.66 0.08 57.12 7.05
1837 1380.96 1785.34 0.43 51.75 2.76
1838 1372.28 1786.24 0.56 -3.74 4.98
1839 1002.49 1805.22 0.21 59.19 5.53
1840 996.95 1812.29 0.25 59.09 5.05
1841 1345.15 1848.79 0.16 -33.59 4.26
1842 1340.45 1859.07 0.24 -17.83 7.69
1843 1955.91 1915.87 0.29 40.94 5.20
1844 1963.25 1923.49 0.42 34.67 6.13
1845 1532.16 1953.04 0.40 48.72 5.14
1846 1530.44 1962.80 0.15 53.89 5.64
1847 594.70 1971.21 0.30 -46.63 3.19
1848 587.63 1980.32 0.30 -62.23 6.46
1849 40.11 1986.77 0.54 -53.73 1.60
1850 42.47 1992.08 0.35 38.99 3.29
